"year","genus","species","weight","plot_type"
2000,"Dipodomys","merriami",45,"Control"
2000,"Dipodomys","merriami",45,"Control"
2000,"Dipodomys","merriami",45,"Control"
2000,"Dipodomys","merriami",46,"Control"
2000,"Dipodomys","merriami",46,"Control"
2000,"Dipodomys","merriami",46,"Control"
2000,"Dipodomys","merriami",47,"Control"
2000,"Dipodomys","merriami",47,"Control"
2000,"Dipodomys","merriami",47,"Control"
2000,"Dipodomys","merriami",47,"Control"
2000,"Dipodomys","merriami",47,"Control"
2000,"Dipodomys","merriami",48,"Control"
2000,"Dipodomys","merriami",48,"Control"
2000,"Dipodomys","merriami",49,"Control"
2000,"Dipodomys","merriami",49,"Control"
2000,"Dipodomys","merriami",49,"Control"
2000,"Dipodomys","merriami",50,"Control"
2000,"Dipodomys","merriami",51,"Control"
2000,"Dipodomys","merriami",52,"Control"
2000,"Dipodomys","merriami",52,"Control"
2000,"Dipodomys","merriami",28,"Control"
2000,"Dipodomys","merriami",32,"Control"
2000,"Dipodomys","merriami",42,"Control"
2000,"Dipodomys","merriami",42,"Control"
2000,"Dipodomys","merriami",52,"Control"
2000,"Dipodomys","merriami",54,"Control"
2000,"Dipodomys","merriami",56,"Control"
2000,"Dipodomys","merriami",56,"Control"
2000,"Dipodomys","merriami",56,"Control"
2000,"Dipodomys","merriami",57,"Control"
2001,"Dipodomys","merriami",24,"Control"
2001,"Dipodomys","merriami",43,"Control"
2001,"Dipodomys","merriami",44,"Control"
2001,"Dipodomys","merriami",45,"Control"
2001,"Dipodomys","merriami",45,"Control"
2001,"Dipodomys","merriami",46,"Control"
2001,"Dipodomys","merriami",46,"Control"
2001,"Dipodomys","merriami",47,"Control"
2001,"Dipodomys","merriami",47,"Control"
2001,"Dipodomys","merriami",47,"Control"
2001,"Dipodomys","merriami",47,"Control"
2001,"Dipodomys","merriami",47,"Control"
2001,"Dipodomys","merriami",48,"Control"
2001,"Dipodomys","merriami",48,"Control"
2001,"Dipodomys","merriami",48,"Control"
2001,"Dipodomys","merriami",49,"Control"
2001,"Dipodomys","merriami",50,"Control"
2001,"Dipodomys","merriami",52,"Control"
2001,"Dipodomys","merriami",53,"Control"
2001,"Dipodomys","merriami",60,"Control"
2001,"Dipodomys","merriami",42,"Long-term Krat Exclosure"
2001,"Dipodomys","merriami",52,"Long-term Krat Exclosure"
2001,"Dipodomys","merriami",23,"Control"
2001,"Dipodomys","merriami",24,"Control"
2001,"Dipodomys","merriami",30,"Control"
2001,"Dipodomys","merriami",31,"Control"
2001,"Dipodomys","merriami",36,"Control"
2001,"Dipodomys","merriami",37,"Control"
2001,"Dipodomys","merriami",39,"Control"
2001,"Dipodomys","merriami",40,"Control"
2001,"Dipodomys","merriami",43,"Control"
2001,"Dipodomys","merriami",45,"Control"
2001,"Dipodomys","merriami",45,"Control"
2001,"Dipodomys","merriami",47,"Control"
2001,"Dipodomys","merriami",48,"Control"
2001,"Dipodomys","merriami",48,"Control"
2001,"Dipodomys","merriami",48,"Control"
2001,"Dipodomys","merriami",48,"Control"
2001,"Dipodomys","merriami",49,"Control"
2001,"Dipodomys","merriami",49,"Control"
2001,"Dipodomys","merriami",49,"Control"
2001,"Dipodomys","merriami",50,"Control"
2001,"Dipodomys","merriami",51,"Control"
2001,"Dipodomys","merriami",51,"Control"
2001,"Dipodomys","merriami",51,"Control"
2001,"Dipodomys","merriami",52,"Control"
2001,"Dipodomys","merriami",52,"Control"
2001,"Dipodomys","merriami",53,"Control"
2001,"Dipodomys","merriami",53,"Control"
2001,"Dipodomys","merriami",55,"Control"
2001,"Dipodomys","merriami",60,"Control"
2001,"Dipodomys","merriami",38,"Control"
2001,"Dipodomys","merriami",40,"Control"
2001,"Dipodomys","merriami",52,"Control"
2001,"Dipodomys","merriami",28,"Control"
2001,"Dipodomys","merriami",35,"Control"
2001,"Dipodomys","merriami",39,"Control"
2001,"Dipodomys","merriami",41,"Control"
2001,"Dipodomys","merriami",41,"Control"
2001,"Dipodomys","merriami",42,"Control"
2001,"Dipodomys","merriami",42,"Control"
2001,"Dipodomys","merriami",43,"Control"
2001,"Dipodomys","merriami",44,"Control"
2001,"Dipodomys","merriami",44,"Control"
2001,"Dipodomys","merriami",45,"Control"
2001,"Dipodomys","merriami",46,"Control"
2001,"Dipodomys","merriami",46,"Control"
2001,"Dipodomys","merriami",47,"Control"
2001,"Dipodomys","merriami",48,"Control"
2001,"Dipodomys","merriami",48,"Control"
2001,"Dipodomys","merriami",49,"Control"
2001,"Dipodomys","merriami",49,"Control"
2001,"Dipodomys","merriami",49,"Control"
2001,"Dipodomys","merriami",50,"Control"
2001,"Dipodomys","merriami",50,"Control"
2001,"Dipodomys","merriami",50,"Control"
2001,"Dipodomys","merriami",51,"Control"
2001,"Dipodomys","merriami",51,"Control"
2001,"Dipodomys","merriami",52,"Control"
2001,"Dipodomys","merriami",53,"Control"
2001,"Dipodomys","merriami",54,"Control"
2001,"Dipodomys","merriami",55,"Control"
2001,"Dipodomys","merriami",55,"Control"
2001,"Dipodomys","merriami",59,"Control"
2001,"Dipodomys","merriami",59,"Control"
2001,"Dipodomys","merriami",59,"Control"
2001,"Dipodomys","merriami",30,"Control"
2001,"Dipodomys","merriami",33,"Control"
2001,"Dipodomys","merriami",39,"Control"
2001,"Dipodomys","merriami",43,"Control"
2001,"Dipodomys","merriami",45,"Control"
2001,"Dipodomys","merriami",45,"Control"
2001,"Dipodomys","merriami",46,"Control"
2001,"Dipodomys","merriami",47,"Control"
2001,"Dipodomys","merriami",47,"Control"
2001,"Dipodomys","merriami",48,"Control"
2001,"Dipodomys","merriami",48,"Control"
2001,"Dipodomys","merriami",49,"Control"
2001,"Dipodomys","merriami",49,"Control"
2001,"Dipodomys","merriami",49,"Control"
2001,"Dipodomys","merriami",50,"Control"
2001,"Dipodomys","merriami",57,"Control"
2001,"Dipodomys","merriami",58,"Control"
2001,"Dipodomys","merriami",21,"Control"
2001,"Dipodomys","merriami",25,"Control"
2001,"Dipodomys","merriami",25,"Control"
2001,"Dipodomys","merriami",26,"Control"
2001,"Dipodomys","merriami",27,"Control"
2001,"Dipodomys","merriami",30,"Control"
2001,"Dipodomys","merriami",30,"Control"
2001,"Dipodomys","merriami",31,"Control"
2001,"Dipodomys","merriami",33,"Control"
2001,"Dipodomys","merriami",36,"Control"
2001,"Dipodomys","merriami",36,"Control"
2001,"Dipodomys","merriami",36,"Control"
2001,"Dipodomys","merriami",36,"Control"
2001,"Dipodomys","merriami",37,"Control"
2001,"Dipodomys","merriami",38,"Control"
2001,"Dipodomys","merriami",39,"Control"
2001,"Dipodomys","merriami",40,"Control"
2001,"Dipodomys","merriami",41,"Control"
2001,"Dipodomys","merriami",41,"Control"
2001,"Dipodomys","merriami",41,"Control"
2001,"Dipodomys","merriami",42,"Control"
2001,"Dipodomys","merriami",43,"Control"
2001,"Dipodomys","merriami",44,"Control"
2001,"Dipodomys","merriami",44,"Control"
2001,"Dipodomys","merriami",44,"Control"
2001,"Dipodomys","merriami",45,"Control"
2001,"Dipodomys","merriami",45,"Control"
2001,"Dipodomys","merriami",45,"Control"
2001,"Dipodomys","merriami",45,"Control"
2001,"Dipodomys","merriami",45,"Control"
2001,"Dipodomys","merriami",46,"Control"
2001,"Dipodomys","merriami",46,"Control"
2001,"Dipodomys","merriami",46,"Control"
2001,"Dipodomys","merriami",47,"Control"
2001,"Dipodomys","merriami",47,"Control"
2001,"Dipodomys","merriami",47,"Control"
2001,"Dipodomys","merriami",47,"Control"
2001,"Dipodomys","merriami",48,"Control"
2001,"Dipodomys","merriami",48,"Control"
2001,"Dipodomys","merriami",48,"Control"
2001,"Dipodomys","merriami",49,"Control"
2001,"Dipodomys","merriami",49,"Control"
2001,"Dipodomys","merriami",49,"Control"
2001,"Dipodomys","merriami",50,"Control"
2001,"Dipodomys","merriami",50,"Control"
2001,"Dipodomys","merriami",50,"Control"
2001,"Dipodomys","merriami",50,"Control"
2001,"Dipodomys","merriami",51,"Control"
2001,"Dipodomys","merriami",51,"Control"
2001,"Dipodomys","merriami",52,"Control"
2001,"Dipodomys","merriami",53,"Control"
2001,"Dipodomys","merriami",53,"Control"
2001,"Dipodomys","merriami",54,"Control"
2001,"Dipodomys","merriami",54,"Control"
2001,"Dipodomys","merriami",54,"Control"
2001,"Dipodomys","merriami",55,"Control"
2001,"Dipodomys","merriami",55,"Control"
2001,"Dipodomys","merriami",56,"Control"
2001,"Dipodomys","merriami",58,"Control"
2001,"Dipodomys","merriami",59,"Control"
2001,"Dipodomys","merriami",21,"Control"
2001,"Dipodomys","merriami",26,"Control"
2001,"Dipodomys","merriami",29,"Control"
2001,"Dipodomys","merriami",30,"Control"
2001,"Dipodomys","merriami",34,"Control"
2001,"Dipodomys","merriami",36,"Control"
2001,"Dipodomys","merriami",37,"Control"
2001,"Dipodomys","merriami",40,"Control"
2001,"Dipodomys","merriami",40,"Control"
2001,"Dipodomys","merriami",41,"Control"
2001,"Dipodomys","merriami",41,"Control"
2001,"Dipodomys","merriami",41,"Control"
2001,"Dipodomys","merriami",41,"Control"
2001,"Dipodomys","merriami",41,"Control"
2001,"Dipodomys","merriami",43,"Control"
2001,"Dipodomys","merriami",43,"Control"
2001,"Dipodomys","merriami",43,"Control"
2001,"Dipodomys","merriami",43,"Control"
2001,"Dipodomys","merriami",44,"Control"
2001,"Dipodomys","merriami",44,"Control"
2001,"Dipodomys","merriami",44,"Control"
2001,"Dipodomys","merriami",44,"Control"
2001,"Dipodomys","merriami",45,"Control"
2001,"Dipodomys","merriami",45,"Control"
2001,"Dipodomys","merriami",45,"Control"
2001,"Dipodomys","merriami",46,"Control"
2001,"Dipodomys","merriami",46,"Control"
2001,"Dipodomys","merriami",46,"Control"
2001,"Dipodomys","merriami",46,"Control"
2001,"Dipodomys","merriami",46,"Control"
2001,"Dipodomys","merriami",47,"Control"
2001,"Dipodomys","merriami",47,"Control"
2001,"Dipodomys","merriami",47,"Control"
2001,"Dipodomys","merriami",48,"Control"
2001,"Dipodomys","merriami",48,"Control"
2001,"Dipodomys","merriami",48,"Control"
2001,"Dipodomys","merriami",48,"Control"
2001,"Dipodomys","merriami",48,"Control"
2001,"Dipodomys","merriami",48,"Control"
2001,"Dipodomys","merriami",49,"Control"
2001,"Dipodomys","merriami",49,"Control"
2001,"Dipodomys","merriami",49,"Control"
2001,"Dipodomys","merriami",49,"Control"
2001,"Dipodomys","merriami",49,"Control"
2001,"Dipodomys","merriami",49,"Control"
2001,"Dipodomys","merriami",50,"Control"
2001,"Dipodomys","merriami",50,"Control"
2001,"Dipodomys","merriami",50,"Control"
2001,"Dipodomys","merriami",50,"Control"
2001,"Dipodomys","merriami",50,"Control"
2001,"Dipodomys","merriami",50,"Control"
2001,"Dipodomys","merriami",50,"Control"
2001,"Dipodomys","merriami",50,"Control"
2001,"Dipodomys","merriami",51,"Control"
2001,"Dipodomys","merriami",51,"Control"
2001,"Dipodomys","merriami",51,"Control"
2001,"Dipodomys","merriami",52,"Control"
2001,"Dipodomys","merriami",55,"Control"
2001,"Dipodomys","merriami",56,"Control"
2001,"Dipodomys","merriami",57,"Control"
2001,"Dipodomys","merriami",58,"Control"
2001,"Dipodomys","merriami",43,"Control"
2001,"Dipodomys","merriami",47,"Control"
2001,"Dipodomys","merriami",50,"Control"
2001,"Dipodomys","merriami",50,"Control"
2001,"Dipodomys","merriami",51,"Control"
2001,"Dipodomys","merriami",53,"Control"
2001,"Dipodomys","merriami",56,"Control"
2001,"Dipodomys","merriami",56,"Control"
2001,"Dipodomys","merriami",57,"Control"
2002,"Dipodomys","merriami",30,"Control"
2002,"Dipodomys","merriami",34,"Control"
2002,"Dipodomys","merriami",41,"Control"
2002,"Dipodomys","merriami",43,"Control"
2002,"Dipodomys","merriami",45,"Control"
2002,"Dipodomys","merriami",45,"Control"
2002,"Dipodomys","merriami",45,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",47,"Control"
2002,"Dipodomys","merriami",48,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",51,"Control"
2002,"Dipodomys","merriami",55,"Control"
2002,"Dipodomys","merriami",55,"Control"
2002,"Dipodomys","merriami",43,"Long-term Krat Exclosure"
2002,"Dipodomys","merriami",44,"Long-term Krat Exclosure"
2002,"Dipodomys","merriami",47,"Long-term Krat Exclosure"
2002,"Dipodomys","merriami",48,"Long-term Krat Exclosure"
2002,"Dipodomys","merriami",48,"Long-term Krat Exclosure"
2002,"Dipodomys","merriami",48,"Long-term Krat Exclosure"
2002,"Dipodomys","merriami",49,"Long-term Krat Exclosure"
2002,"Dipodomys","merriami",50,"Long-term Krat Exclosure"
2002,"Dipodomys","merriami",50,"Long-term Krat Exclosure"
2002,"Dipodomys","merriami",50,"Long-term Krat Exclosure"
2002,"Dipodomys","merriami",51,"Long-term Krat Exclosure"
2002,"Dipodomys","merriami",52,"Long-term Krat Exclosure"
2002,"Dipodomys","merriami",52,"Long-term Krat Exclosure"
2002,"Dipodomys","merriami",53,"Long-term Krat Exclosure"
2002,"Dipodomys","merriami",54,"Long-term Krat Exclosure"
2002,"Dipodomys","merriami",54,"Long-term Krat Exclosure"
2002,"Dipodomys","merriami",55,"Long-term Krat Exclosure"
2002,"Dipodomys","merriami",42,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",47,"Control"
2002,"Dipodomys","merriami",47,"Control"
2002,"Dipodomys","merriami",49,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",51,"Control"
2002,"Dipodomys","merriami",51,"Control"
2002,"Dipodomys","merriami",52,"Control"
2002,"Dipodomys","merriami",52,"Control"
2002,"Dipodomys","merriami",53,"Control"
2002,"Dipodomys","merriami",53,"Control"
2002,"Dipodomys","merriami",54,"Control"
2002,"Dipodomys","merriami",55,"Control"
2002,"Dipodomys","merriami",40,"Control"
2002,"Dipodomys","merriami",41,"Control"
2002,"Dipodomys","merriami",42,"Control"
2002,"Dipodomys","merriami",42,"Control"
2002,"Dipodomys","merriami",42,"Control"
2002,"Dipodomys","merriami",43,"Control"
2002,"Dipodomys","merriami",45,"Control"
2002,"Dipodomys","merriami",52,"Control"
2002,"Dipodomys","merriami",32,"Control"
2002,"Dipodomys","merriami",32,"Control"
2002,"Dipodomys","merriami",38,"Control"
2002,"Dipodomys","merriami",39,"Control"
2002,"Dipodomys","merriami",41,"Control"
2002,"Dipodomys","merriami",42,"Control"
2002,"Dipodomys","merriami",42,"Control"
2002,"Dipodomys","merriami",42,"Control"
2002,"Dipodomys","merriami",43,"Control"
2002,"Dipodomys","merriami",45,"Control"
2002,"Dipodomys","merriami",45,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",47,"Control"
2002,"Dipodomys","merriami",48,"Control"
2002,"Dipodomys","merriami",48,"Control"
2002,"Dipodomys","merriami",49,"Control"
2002,"Dipodomys","merriami",51,"Control"
2002,"Dipodomys","merriami",55,"Control"
2002,"Dipodomys","merriami",57,"Control"
2002,"Dipodomys","merriami",59,"Control"
2002,"Dipodomys","merriami",33,"Control"
2002,"Dipodomys","merriami",36,"Control"
2002,"Dipodomys","merriami",40,"Control"
2002,"Dipodomys","merriami",44,"Control"
2002,"Dipodomys","merriami",44,"Control"
2002,"Dipodomys","merriami",44,"Control"
2002,"Dipodomys","merriami",44,"Control"
2002,"Dipodomys","merriami",45,"Control"
2002,"Dipodomys","merriami",45,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",47,"Control"
2002,"Dipodomys","merriami",48,"Control"
2002,"Dipodomys","merriami",49,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",51,"Control"
2002,"Dipodomys","merriami",53,"Control"
2002,"Dipodomys","merriami",60,"Control"
2002,"Dipodomys","merriami",27,"Control"
2002,"Dipodomys","merriami",32,"Control"
2002,"Dipodomys","merriami",33,"Control"
2002,"Dipodomys","merriami",36,"Control"
2002,"Dipodomys","merriami",36,"Control"
2002,"Dipodomys","merriami",37,"Control"
2002,"Dipodomys","merriami",37,"Control"
2002,"Dipodomys","merriami",38,"Control"
2002,"Dipodomys","merriami",39,"Control"
2002,"Dipodomys","merriami",40,"Control"
2002,"Dipodomys","merriami",40,"Control"
2002,"Dipodomys","merriami",41,"Control"
2002,"Dipodomys","merriami",41,"Control"
2002,"Dipodomys","merriami",42,"Control"
2002,"Dipodomys","merriami",42,"Control"
2002,"Dipodomys","merriami",42,"Control"
2002,"Dipodomys","merriami",43,"Control"
2002,"Dipodomys","merriami",43,"Control"
2002,"Dipodomys","merriami",43,"Control"
2002,"Dipodomys","merriami",43,"Control"
2002,"Dipodomys","merriami",43,"Control"
2002,"Dipodomys","merriami",43,"Control"
2002,"Dipodomys","merriami",44,"Control"
2002,"Dipodomys","merriami",44,"Control"
2002,"Dipodomys","merriami",44,"Control"
2002,"Dipodomys","merriami",45,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",47,"Control"
2002,"Dipodomys","merriami",47,"Control"
2002,"Dipodomys","merriami",47,"Control"
2002,"Dipodomys","merriami",47,"Control"
2002,"Dipodomys","merriami",47,"Control"
2002,"Dipodomys","merriami",47,"Control"
2002,"Dipodomys","merriami",48,"Control"
2002,"Dipodomys","merriami",48,"Control"
2002,"Dipodomys","merriami",48,"Control"
2002,"Dipodomys","merriami",48,"Control"
2002,"Dipodomys","merriami",48,"Control"
2002,"Dipodomys","merriami",48,"Control"
2002,"Dipodomys","merriami",48,"Control"
2002,"Dipodomys","merriami",48,"Control"
2002,"Dipodomys","merriami",49,"Control"
2002,"Dipodomys","merriami",49,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",51,"Control"
2002,"Dipodomys","merriami",52,"Control"
2002,"Dipodomys","merriami",52,"Control"
2002,"Dipodomys","merriami",52,"Control"
2002,"Dipodomys","merriami",52,"Control"
2002,"Dipodomys","merriami",52,"Control"
2002,"Dipodomys","merriami",53,"Control"
2002,"Dipodomys","merriami",53,"Control"
2002,"Dipodomys","merriami",53,"Control"
2002,"Dipodomys","merriami",54,"Control"
2002,"Dipodomys","merriami",55,"Control"
2002,"Dipodomys","merriami",55,"Control"
2002,"Dipodomys","merriami",56,"Control"
2002,"Dipodomys","merriami",35,"Long-term Krat Exclosure"
2002,"Dipodomys","merriami",42,"Long-term Krat Exclosure"
2002,"Dipodomys","merriami",45,"Long-term Krat Exclosure"
2002,"Dipodomys","merriami",46,"Long-term Krat Exclosure"
2002,"Dipodomys","merriami",20,"Control"
2002,"Dipodomys","merriami",26,"Control"
2002,"Dipodomys","merriami",32,"Control"
2002,"Dipodomys","merriami",39,"Control"
2002,"Dipodomys","merriami",40,"Control"
2002,"Dipodomys","merriami",41,"Control"
2002,"Dipodomys","merriami",42,"Control"
2002,"Dipodomys","merriami",42,"Control"
2002,"Dipodomys","merriami",42,"Control"
2002,"Dipodomys","merriami",44,"Control"
2002,"Dipodomys","merriami",44,"Control"
2002,"Dipodomys","merriami",44,"Control"
2002,"Dipodomys","merriami",45,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",47,"Control"
2002,"Dipodomys","merriami",47,"Control"
2002,"Dipodomys","merriami",47,"Control"
2002,"Dipodomys","merriami",47,"Control"
2002,"Dipodomys","merriami",47,"Control"
2002,"Dipodomys","merriami",47,"Control"
2002,"Dipodomys","merriami",47,"Control"
2002,"Dipodomys","merriami",47,"Control"
2002,"Dipodomys","merriami",47,"Control"
2002,"Dipodomys","merriami",48,"Control"
2002,"Dipodomys","merriami",48,"Control"
2002,"Dipodomys","merriami",49,"Control"
2002,"Dipodomys","merriami",49,"Control"
2002,"Dipodomys","merriami",49,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",50,"Control"
2002,"Dipodomys","merriami",51,"Control"
2002,"Dipodomys","merriami",51,"Control"
2002,"Dipodomys","merriami",52,"Control"
2002,"Dipodomys","merriami",52,"Control"
2002,"Dipodomys","merriami",54,"Control"
2002,"Dipodomys","merriami",54,"Control"
2002,"Dipodomys","merriami",54,"Control"
2002,"Dipodomys","merriami",56,"Control"
2002,"Dipodomys","merriami",46,"Long-term Krat Exclosure"
2002,"Dipodomys","merriami",26,"Control"
2002,"Dipodomys","merriami",40,"Control"
2002,"Dipodomys","merriami",40,"Control"
2002,"Dipodomys","merriami",41,"Control"
2002,"Dipodomys","merriami",41,"Control"
2002,"Dipodomys","merriami",46,"Control"
2002,"Dipodomys","merriami",47,"Control"
2002,"Dipodomys","merriami",49,"Control"
2002,"Dipodomys","merriami",51,"Control"
2002,"Dipodomys","merriami",52,"Control"
2002,"Dipodomys","merriami",52,"Control"
2002,"Dipodomys","merriami",57,"Control"
1977,"Dipodomys","ordii",33,"Long-term Krat Exclosure"
1977,"Dipodomys","ordii",50,"Long-term Krat Exclosure"
1977,"Dipodomys","ordii",39,"Control"
1977,"Dipodomys","ordii",41,"Control"
1977,"Dipodomys","ordii",41,"Control"
1977,"Dipodomys","ordii",52,"Control"
1977,"Dipodomys","ordii",31,"Control"
1977,"Dipodomys","ordii",48,"Control"
1978,"Dipodomys","ordii",45,"Control"
1978,"Dipodomys","ordii",50,"Control"
1978,"Dipodomys","ordii",51,"Control"
1978,"Dipodomys","ordii",52,"Control"
1978,"Dipodomys","ordii",54,"Control"
1978,"Dipodomys","ordii",54,"Control"
1978,"Dipodomys","ordii",54,"Control"
1978,"Dipodomys","ordii",55,"Control"
1978,"Dipodomys","ordii",55,"Control"
1978,"Dipodomys","ordii",57,"Control"
1978,"Dipodomys","ordii",45,"Control"
1978,"Dipodomys","ordii",18,"Control"
1978,"Dipodomys","ordii",23,"Control"
1978,"Dipodomys","ordii",33,"Control"
1978,"Dipodomys","ordii",38,"Control"
1978,"Dipodomys","ordii",44,"Control"
1978,"Dipodomys","ordii",45,"Control"
1978,"Dipodomys","ordii",55,"Control"
1979,"Dipodomys","ordii",47,"Control"
1979,"Dipodomys","ordii",50,"Control"
1979,"Dipodomys","ordii",50,"Control"
1979,"Dipodomys","ordii",54,"Control"
1979,"Dipodomys","ordii",42,"Control"
1979,"Dipodomys","ordii",52,"Control"
1979,"Dipodomys","ordii",41,"Control"
1979,"Dipodomys","ordii",52,"Control"
1979,"Dipodomys","ordii",29,"Control"
1979,"Dipodomys","ordii",38,"Control"
1979,"Dipodomys","ordii",45,"Control"
1979,"Dipodomys","ordii",48,"Control"
1979,"Dipodomys","ordii",49,"Control"
1979,"Dipodomys","ordii",49,"Control"
1979,"Dipodomys","ordii",50,"Control"
1979,"Dipodomys","ordii",51,"Control"
1979,"Dipodomys","ordii",51,"Control"
1980,"Dipodomys","ordii",50,"Control"
1980,"Dipodomys","ordii",52,"Control"
1980,"Dipodomys","ordii",53,"Control"
1980,"Dipodomys","ordii",53,"Control"
1980,"Dipodomys","ordii",55,"Control"
1980,"Dipodomys","ordii",55,"Control"
1980,"Dipodomys","ordii",55,"Control"
1980,"Dipodomys","ordii",29,"Control"
1980,"Dipodomys","ordii",30,"Control"
1980,"Dipodomys","ordii",43,"Control"
1980,"Dipodomys","ordii",47,"Control"
1980,"Dipodomys","ordii",47,"Control"
1980,"Dipodomys","ordii",47,"Control"
1980,"Dipodomys","ordii",48,"Control"
1980,"Dipodomys","ordii",49,"Control"
1980,"Dipodomys","ordii",50,"Control"
1980,"Dipodomys","ordii",51,"Control"
1980,"Dipodomys","ordii",52,"Control"
1980,"Dipodomys","ordii",52,"Control"
1980,"Dipodomys","ordii",53,"Control"
1980,"Dipodomys","ordii",54,"Control"
1980,"Dipodomys","ordii",57,"Control"
1980,"Dipodomys","ordii",26,"Control"
1980,"Dipodomys","ordii",34,"Control"
1980,"Dipodomys","ordii",39,"Control"
1980,"Dipodomys","ordii",50,"Control"
1980,"Dipodomys","ordii",54,"Control"
1980,"Dipodomys","ordii",56,"Control"
1980,"Dipodomys","ordii",53,"Control"
1980,"Dipodomys","ordii",24,"Control"
1980,"Dipodomys","ordii",32,"Control"
1980,"Dipodomys","ordii",32,"Control"
1980,"Dipodomys","ordii",47,"Control"
1980,"Dipodomys","ordii",47,"Control"
1980,"Dipodomys","ordii",49,"Control"
1980,"Dipodomys","ordii",49,"Control"
1980,"Dipodomys","ordii",49,"Control"
1980,"Dipodomys","ordii",49,"Control"
1980,"Dipodomys","ordii",50,"Control"
1980,"Dipodomys","ordii",51,"Control"
1980,"Dipodomys","ordii",51,"Control"
1980,"Dipodomys","ordii",51,"Control"
1980,"Dipodomys","ordii",52,"Control"
1980,"Dipodomys","ordii",52,"Control"
1980,"Dipodomys","ordii",53,"Control"
1980,"Dipodomys","ordii",54,"Control"
1980,"Dipodomys","ordii",58,"Control"
1980,"Dipodomys","ordii",59,"Control"
1980,"Dipodomys","ordii",52,"Long-term Krat Exclosure"
1981,"Dipodomys","ordii",43,"Control"
1981,"Dipodomys","ordii",45,"Control"
1981,"Dipodomys","ordii",46,"Control"
1981,"Dipodomys","ordii",46,"Control"
1981,"Dipodomys","ordii",47,"Control"
1981,"Dipodomys","ordii",49,"Control"
1981,"Dipodomys","ordii",51,"Control"
1981,"Dipodomys","ordii",54,"Control"
1981,"Dipodomys","ordii",21,"Control"
1981,"Dipodomys","ordii",28,"Control"
1981,"Dipodomys","ordii",32,"Control"
1981,"Dipodomys","ordii",33,"Control"
1981,"Dipodomys","ordii",48,"Control"
1981,"Dipodomys","ordii",48,"Control"
1981,"Dipodomys","ordii",48,"Control"
1981,"Dipodomys","ordii",49,"Control"
1981,"Dipodomys","ordii",49,"Control"
1981,"Dipodomys","ordii",50,"Control"
1981,"Dipodomys","ordii",51,"Control"
1981,"Dipodomys","ordii",51,"Control"
1981,"Dipodomys","ordii",52,"Control"
1981,"Dipodomys","ordii",52,"Control"
1981,"Dipodomys","ordii",54,"Control"
1981,"Dipodomys","ordii",55,"Control"
1981,"Dipodomys","ordii",56,"Control"
1981,"Dipodomys","ordii",57,"Control"
1981,"Dipodomys","ordii",57,"Control"
1981,"Dipodomys","ordii",57,"Control"
1981,"Dipodomys","ordii",57,"Control"
1981,"Dipodomys","ordii",57,"Control"
1981,"Dipodomys","ordii",57,"Control"
