"month","day","year","genus","species"
3,9,1980,"Dipodomys","spectabilis"
3,9,1980,"Dipodomys","spectabilis"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Neotoma","albigula"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Dipodomys","ordii"
3,9,1980,"Reithrodontomys","megalotis"
3,9,1980,"Dipodomys","spectabilis"
3,9,1980,"Onychomys","torridus"
3,9,1980,"Dipodomys","spectabilis"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Dipodomys","sp."
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Dipodomys","ordii"
3,9,1980,"Onychomys","torridus"
3,9,1980,"Peromyscus","eremicus"
3,9,1980,"Dipodomys","spectabilis"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Dipodomys","spectabilis"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Onychomys","torridus"
3,9,1980,"Onychomys","leucogaster"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Perognathus","flavus"
3,9,1980,"Dipodomys","ordii"
3,9,1980,"Onychomys","leucogaster"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Dipodomys","ordii"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Dipodomys","spectabilis"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Neotoma","albigula"
3,9,1980,"Perognathus","flavus"
3,9,1980,"Perognathus","flavus"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Neotoma","albigula"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Peromyscus","eremicus"
3,9,1980,"Dipodomys","spectabilis"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Onychomys","torridus"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Neotoma","albigula"
3,9,1980,"Dipodomys","merriami"
3,9,1980,"Dipodomys","ordii"
3,9,1980,"Dipodomys","merriami"
3,21,1980,"Dipodomys","spectabilis"
3,21,1980,"Onychomys","leucogaster"
3,21,1980,"Onychomys","leucogaster"
3,21,1980,"Dipodomys","merriami"
3,21,1980,"Dipodomys","merriami"
3,21,1980,"Neotoma","albigula"
3,21,1980,"Onychomys","leucogaster"
3,21,1980,"Perognathus","flavus"
3,21,1980,"Reithrodontomys","megalotis"
3,21,1980,"Reithrodontomys","megalotis"
3,21,1980,"Dipodomys","merriami"
3,21,1980,"Dipodomys","merriami"
3,21,1980,"Reithrodontomys","megalotis"
3,21,1980,"Reithrodontomys","megalotis"
3,21,1980,"Perognathus","flavus"
3,21,1980,"Dipodomys","merriami"
3,21,1980,"Dipodomys","spectabilis"
3,21,1980,"Dipodomys","spectabilis"
3,21,1980,"Reithrodontomys","megalotis"
3,21,1980,"Dipodomys","spectabilis"
3,21,1980,"Dipodomys","spectabilis"
3,21,1980,"Reithrodontomys","megalotis"
3,21,1980,"Dipodomys","spectabilis"
3,21,1980,"Dipodomys","spectabilis"
3,21,1980,"Dipodomys","merriami"
3,21,1980,"Dipodomys","ordii"
3,21,1980,"Peromyscus","eremicus"
3,21,1980,"Dipodomys","spectabilis"
3,21,1980,"Reithrodontomys","megalotis"
3,21,1980,"Dipodomys","spectabilis"
3,21,1980,"Peromyscus","eremicus"
3,21,1980,"Perognathus","flavus"
3,21,1980,"Dipodomys","merriami"
3,21,1980,"Onychomys","leucogaster"
3,21,1980,"Dipodomys","spectabilis"
3,21,1980,"Dipodomys","spectabilis"
3,21,1980,"Dipodomys","spectabilis"
3,21,1980,"Dipodomys","merriami"
3,22,1980,"Dipodomys","merriami"
3,22,1980,"Dipodomys","merriami"
3,22,1980,"Onychomys","torridus"
3,22,1980,"Dipodomys","merriami"
3,22,1980,"Perognathus","flavus"
3,22,1980,"Dipodomys","merriami"
3,22,1980,"Dipodomys","merriami"
3,22,1980,"Dipodomys","merriami"
3,22,1980,"Reithrodontomys","megalotis"
3,22,1980,"Onychomys","torridus"
3,22,1980,"Dipodomys","spectabilis"
3,22,1980,"Dipodomys","spectabilis"
3,22,1980,"Reithrodontomys","megalotis"
3,22,1980,"Dipodomys","merriami"
3,22,1980,"Dipodomys","spectabilis"
3,22,1980,"Perognathus","flavus"
3,22,1980,"Dipodomys","spectabilis"
3,22,1980,"Dipodomys","merriami"
3,22,1980,"Perognathus","flavus"
3,22,1980,"Dipodomys","spectabilis"
3,22,1980,"Dipodomys","spectabilis"
3,22,1980,"Dipodomys","spectabilis"
3,22,1980,"Perognathus","flavus"
3,22,1980,"Dipodomys","merriami"
3,22,1980,"Onychomys","torridus"
3,22,1980,"Perognathus","flavus"
3,22,1980,"Dipodomys","spectabilis"
3,22,1980,"Dipodomys","spectabilis"
3,22,1980,"Dipodomys","merriami"
3,22,1980,"Dipodomys","merriami"
3,22,1980,"Dipodomys","spectabilis"
3,22,1980,"Dipodomys","spectabilis"
3,22,1980,"Onychomys","torridus"
3,22,1980,"Onychomys","leucogaster"
3,22,1980,"Dipodomys","merriami"
3,22,1980,"Onychomys","leucogaster"
3,22,1980,"Perognathus","flavus"
3,22,1980,"Dipodomys","merriami"
3,22,1980,"Onychomys","torridus"
3,22,1980,"Perognathus","flavus"
3,22,1980,"Reithrodontomys","megalotis"
3,22,1980,"Dipodomys","merriami"
3,22,1980,"Dipodomys","merriami"
4,17,1980,"Dipodomys","merriami"
4,17,1980,"Dipodomys","spectabilis"
4,17,1980,"Onychomys","leucogaster"
4,17,1980,"Onychomys","torridus"
4,17,1980,"Dipodomys","spectabilis"
4,17,1980,"Dipodomys","merriami"
4,17,1980,"Reithrodontomys","megalotis"
4,17,1980,"Perognathus","flavus"
4,17,1980,"Onychomys","torridus"
4,17,1980,"Dipodomys","spectabilis"
4,17,1980,"Dipodomys","spectabilis"
4,17,1980,"Dipodomys","merriami"
4,17,1980,"Dipodomys","spectabilis"
4,17,1980,"Dipodomys","spectabilis"
4,17,1980,"Dipodomys","spectabilis"
4,17,1980,"Dipodomys","merriami"
4,17,1980,"Reithrodontomys","megalotis"
4,17,1980,"Dipodomys","ordii"
4,17,1980,"Dipodomys","spectabilis"
4,17,1980,"Dipodomys","merriami"
4,17,1980,"Reithrodontomys","megalotis"
4,17,1980,"Dipodomys","merriami"
4,17,1980,"Dipodomys","spectabilis"
4,17,1980,"Dipodomys","ordii"
4,17,1980,"Onychomys","leucogaster"
4,17,1980,"Chaetodipus","penicillatus"
4,17,1980,"Dipodomys","spectabilis"
4,17,1980,"Onychomys","torridus"
4,17,1980,"Dipodomys","spectabilis"
4,17,1980,"Dipodomys","spectabilis"
4,17,1980,"Perognathus","flavus"
4,17,1980,"Dipodomys","merriami"
4,17,1980,"Dipodomys","spectabilis"
4,17,1980,"Onychomys","leucogaster"
4,17,1980,"Dipodomys","spectabilis"
4,17,1980,"Dipodomys","merriami"
4,17,1980,"Dipodomys","merriami"
4,18,1980,"Dipodomys","merriami"
4,18,1980,"Dipodomys","spectabilis"
4,18,1980,"Perognathus","flavus"
4,18,1980,"Perognathus","flavus"
4,18,1980,"Reithrodontomys","megalotis"
4,18,1980,"Dipodomys","merriami"
4,18,1980,"Dipodomys","spectabilis"
4,18,1980,"Perognathus","flavus"
4,18,1980,"Dipodomys","spectabilis"
4,18,1980,"Spermophilus","spilosoma"
4,18,1980,"Peromyscus","eremicus"
4,18,1980,"Onychomys","leucogaster"
4,18,1980,"Perognathus","flavus"
4,18,1980,"Perognathus","flavus"
4,18,1980,"Dipodomys","merriami"
4,18,1980,"Perognathus","flavus"
4,18,1980,"Onychomys","torridus"
4,18,1980,"Dipodomys","merriami"
4,18,1980,"Dipodomys","merriami"
4,18,1980,"Onychomys","torridus"
4,18,1980,"Dipodomys","spectabilis"
4,18,1980,"Dipodomys","merriami"
4,18,1980,"Reithrodontomys","megalotis"
4,18,1980,"Dipodomys","spectabilis"
4,18,1980,"Onychomys","leucogaster"
4,18,1980,"Dipodomys","spectabilis"
4,18,1980,"Reithrodontomys","megalotis"
4,18,1980,"Dipodomys","merriami"
4,18,1980,"Dipodomys","spectabilis"
4,18,1980,"Dipodomys","spectabilis"
4,18,1980,"Dipodomys","spectabilis"
4,18,1980,"Perognathus","flavus"
4,18,1980,"Perognathus","flavus"
4,18,1980,"Dipodomys","merriami"
4,18,1980,"Dipodomys","merriami"
4,18,1980,"Onychomys","leucogaster"
4,18,1980,"Neotoma","albigula"
4,18,1980,"Perognathus","flavus"
4,18,1980,"Dipodomys","merriami"
4,18,1980,"Dipodomys","merriami"
4,18,1980,"Dipodomys","spectabilis"
4,18,1980,"Dipodomys","spectabilis"
4,18,1980,"Dipodomys","spectabilis"
4,18,1980,"Dipodomys","merriami"
4,18,1980,"Dipodomys","merriami"
5,17,1980,"Dipodomys","merriami"
5,17,1980,"Onychomys","leucogaster"
5,17,1980,"Dipodomys","merriami"
5,17,1980,"Spermophilus","spilosoma"
5,17,1980,"Dipodomys","spectabilis"
5,17,1980,"Dipodomys","merriami"
5,17,1980,"Dipodomys","spectabilis"
5,17,1980,"Onychomys","leucogaster"
5,17,1980,"Peromyscus","eremicus"
5,17,1980,"Dipodomys","merriami"
5,17,1980,"Dipodomys","ordii"
5,17,1980,"Dipodomys","spectabilis"
5,17,1980,"Dipodomys","spectabilis"
5,17,1980,"Dipodomys","spectabilis"
5,17,1980,"Neotoma","albigula"
5,17,1980,"Perognathus","flavus"
5,17,1980,"Dipodomys","spectabilis"
5,17,1980,"Dipodomys","merriami"
5,17,1980,"Dipodomys","spectabilis"
5,17,1980,"Neotoma","albigula"
5,17,1980,"Dipodomys","spectabilis"
5,17,1980,"Dipodomys","spectabilis"
5,17,1980,"Dipodomys","spectabilis"
5,17,1980,"Dipodomys","merriami"
5,17,1980,"Dipodomys","spectabilis"
5,17,1980,"Dipodomys","spectabilis"
5,17,1980,"Dipodomys","spectabilis"
5,17,1980,"Dipodomys","spectabilis"
5,17,1980,"Dipodomys","merriami"
5,17,1980,"Chaetodipus","penicillatus"
5,17,1980,"Dipodomys","spectabilis"
5,17,1980,"Dipodomys","spectabilis"
5,17,1980,"Onychomys","torridus"
5,17,1980,"Dipodomys","spectabilis"
5,17,1980,"Dipodomys","spectabilis"
5,17,1980,"Dipodomys","merriami"
5,17,1980,"Dipodomys","spectabilis"
5,17,1980,"Dipodomys","ordii"
5,17,1980,"Dipodomys","merriami"
5,17,1980,"Neotoma","albigula"
5,17,1980,"Chaetodipus","penicillatus"
5,17,1980,"Dipodomys","spectabilis"
5,17,1980,"Dipodomys","merriami"
5,17,1980,"Dipodomys","merriami"
5,18,1980,"Dipodomys","spectabilis"
5,18,1980,"Dipodomys","spectabilis"
5,18,1980,"Dipodomys","merriami"
5,18,1980,"Dipodomys","spectabilis"
5,18,1980,"Dipodomys","merriami"
5,18,1980,"Perognathus","flavus"
5,18,1980,"Perognathus","flavus"
5,18,1980,"Onychomys","leucogaster"
5,18,1980,"Dipodomys","spectabilis"
5,18,1980,"Dipodomys","merriami"
5,18,1980,"Dipodomys","spectabilis"
5,18,1980,"Dipodomys","merriami"
5,18,1980,"Onychomys","leucogaster"
5,18,1980,"Perognathus","flavus"
5,18,1980,"Dipodomys","merriami"
5,18,1980,"Dipodomys","spectabilis"
5,18,1980,"Dipodomys","merriami"
5,18,1980,"Onychomys","leucogaster"
5,18,1980,"Dipodomys","spectabilis"
5,18,1980,"Dipodomys","spectabilis"
5,18,1980,"Dipodomys","merriami"
5,18,1980,"Dipodomys","spectabilis"
5,18,1980,"Dipodomys","spectabilis"
5,18,1980,"Dipodomys","spectabilis"
5,18,1980,"Dipodomys","spectabilis"
5,18,1980,"Dipodomys","spectabilis"
5,18,1980,"Dipodomys","merriami"
5,18,1980,"Dipodomys","merriami"
5,18,1980,"Perognathus","flavus"
5,18,1980,"Perognathus","flavus"
5,18,1980,"Dipodomys","merriami"
5,18,1980,"Neotoma","albigula"
5,18,1980,"Dipodomys","ordii"
5,18,1980,"Neotoma","albigula"
5,18,1980,"Dipodomys","spectabilis"
5,18,1980,"Dipodomys","spectabilis"
5,18,1980,"Dipodomys","merriami"
5,18,1980,"Dipodomys","spectabilis"
5,18,1980,"Neotoma","albigula"
5,18,1980,"Neotoma","albigula"
5,18,1980,"Neotoma","albigula"
5,18,1980,"Neotoma","albigula"
5,18,1980,"Dipodomys","merriami"
5,24,1980,"Dipodomys","spectabilis"
5,24,1980,"Dipodomys","spectabilis"
5,24,1980,"Dipodomys","merriami"
5,24,1980,"Dipodomys","ordii"
5,24,1980,"Dipodomys","spectabilis"
5,24,1980,"Dipodomys","spectabilis"
5,24,1980,"Dipodomys","spectabilis"
5,25,1980,"Dipodomys","spectabilis"
5,25,1980,"Dipodomys","spectabilis"
5,25,1980,"Dipodomys","merriami"
5,25,1980,"Dipodomys","spectabilis"
5,25,1980,"Dipodomys","spectabilis"
5,25,1980,"Dipodomys","spectabilis"
5,25,1980,"Dipodomys","spectabilis"
5,25,1980,"Dipodomys","spectabilis"
5,25,1980,"Dipodomys","spectabilis"
5,25,1980,"Dipodomys","spectabilis"
5,25,1980,"Dipodomys","spectabilis"
5,25,1980,"Dipodomys","spectabilis"
5,25,1980,"Dipodomys","merriami"
5,25,1980,"Dipodomys","merriami"
5,25,1980,"Dipodomys","spectabilis"
5,25,1980,"Dipodomys","merriami"
5,25,1980,"Dipodomys","spectabilis"
5,25,1980,"Onychomys","torridus"
5,25,1980,"Dipodomys","spectabilis"
5,25,1980,"Dipodomys","spectabilis"
5,25,1980,"Dipodomys","merriami"
5,25,1980,"Neotoma","albigula"
6,2,1980,"Dipodomys","merriami"
6,2,1980,"Dipodomys","spectabilis"
6,2,1980,"Dipodomys","merriami"
6,2,1980,"Dipodomys","merriami"
6,2,1980,"Dipodomys","merriami"
6,2,1980,"Dipodomys","spectabilis"
6,2,1980,"Dipodomys","spectabilis"
6,2,1980,"Onychomys","leucogaster"
6,2,1980,"Dipodomys","merriami"
6,2,1980,"Dipodomys","spectabilis"
6,22,1980,"Onychomys","leucogaster"
6,22,1980,"Dipodomys","merriami"
6,22,1980,"Dipodomys","spectabilis"
6,22,1980,"Dipodomys","spectabilis"
6,22,1980,"Dipodomys","spectabilis"
6,22,1980,"Dipodomys","spectabilis"
6,22,1980,"Peromyscus","eremicus"
6,22,1980,"Dipodomys","ordii"
6,22,1980,"Dipodomys","merriami"
6,22,1980,"Dipodomys","merriami"
6,22,1980,"Dipodomys","ordii"
6,22,1980,"Dipodomys","merriami"
6,22,1980,"Dipodomys","spectabilis"
6,22,1980,"Dipodomys","spectabilis"
6,22,1980,"Dipodomys","spectabilis"
6,22,1980,"Neotoma","albigula"
6,22,1980,"Perognathus","flavus"
6,22,1980,"Dipodomys","ordii"
6,22,1980,"Spermophilus","spilosoma"
6,22,1980,"Chaetodipus","penicillatus"
6,22,1980,"Dipodomys","spectabilis"
6,22,1980,"Dipodomys","spectabilis"
6,22,1980,"Dipodomys","spectabilis"
6,22,1980,"Dipodomys","ordii"
6,22,1980,"Dipodomys","spectabilis"
6,22,1980,"Dipodomys","spectabilis"
6,22,1980,"Dipodomys","spectabilis"
6,22,1980,"Dipodomys","spectabilis"
6,22,1980,"Peromyscus","eremicus"
6,22,1980,"Dipodomys","spectabilis"
6,22,1980,"Dipodomys","ordii"
6,22,1980,"Neotoma","albigula"
6,22,1980,"Dipodomys","merriami"
6,22,1980,"Dipodomys","spectabilis"
6,22,1980,"Dipodomys","spectabilis"
6,22,1980,"Dipodomys","spectabilis"
6,22,1980,"Dipodomys","ordii"
6,22,1980,"Dipodomys","spectabilis"
6,23,1980,"Dipodomys","merriami"
6,23,1980,"Dipodomys","spectabilis"
6,23,1980,"Dipodomys","merriami"
6,23,1980,"Onychomys","leucogaster"
6,23,1980,"Dipodomys","merriami"
6,23,1980,"Neotoma","albigula"
6,23,1980,"Dipodomys","spectabilis"
6,23,1980,"Neotoma","albigula"
6,23,1980,"Dipodomys","merriami"
6,23,1980,"Dipodomys","spectabilis"
6,23,1980,"Chaetodipus","penicillatus"
6,23,1980,"Dipodomys","merriami"
6,23,1980,"Dipodomys","spectabilis"
6,23,1980,"Onychomys","torridus"
6,23,1980,"Dipodomys","spectabilis"
6,23,1980,"Chaetodipus","penicillatus"
6,23,1980,"Dipodomys","merriami"
6,23,1980,"Dipodomys","merriami"
6,23,1980,"Perognathus","flavus"
6,23,1980,"Dipodomys","spectabilis"
6,23,1980,"Dipodomys","merriami"
6,23,1980,"Dipodomys","spectabilis"
6,23,1980,"Dipodomys","spectabilis"
6,23,1980,"Dipodomys","merriami"
6,23,1980,"Dipodomys","spectabilis"
6,23,1980,"Dipodomys","merriami"
6,23,1980,"Dipodomys","merriami"
6,23,1980,"Dipodomys","merriami"
6,23,1980,"Dipodomys","merriami"
6,23,1980,"Dipodomys","spectabilis"
6,23,1980,"Dipodomys","spectabilis"
6,23,1980,"Onychomys","torridus"
6,23,1980,"Dipodomys","merriami"
6,23,1980,"Perognathus","flavus"
6,23,1980,"Onychomys","torridus"
6,23,1980,"Dipodomys","merriami"
6,23,1980,"Dipodomys","spectabilis"
6,23,1980,"Dipodomys","merriami"
6,23,1980,"Onychomys","torridus"
6,27,1980,"Dipodomys","spectabilis"
7,21,1980,"Neotoma","albigula"
7,21,1980,"Dipodomys","merriami"
7,21,1980,"Dipodomys","spectabilis"
7,21,1980,"Amphispiza","bilineata"
7,21,1980,"Peromyscus","eremicus"
7,21,1980,"Peromyscus","eremicus"
7,21,1980,"Perognathus","flavus"
7,21,1980,"Dipodomys","spectabilis"
7,21,1980,"Dipodomys","ordii"
7,21,1980,"Onychomys","torridus"
7,21,1980,"Neotoma","albigula"
7,21,1980,"Dipodomys","spectabilis"
7,21,1980,"Dipodomys","merriami"
7,21,1980,"Dipodomys","spectabilis"
7,21,1980,"Dipodomys","spectabilis"
7,21,1980,"Dipodomys","spectabilis"
7,21,1980,"Dipodomys","spectabilis"
7,21,1980,"Dipodomys","spectabilis"
7,21,1980,"Dipodomys","merriami"
7,21,1980,"Dipodomys","ordii"
7,21,1980,"Dipodomys","ordii"
7,21,1980,"Spermophilus","spilosoma"
7,21,1980,"Neotoma","albigula"
7,21,1980,"Amphispiza","bilineata"
7,21,1980,"Dipodomys","ordii"
7,21,1980,"Dipodomys","spectabilis"
7,21,1980,"Dipodomys","ordii"
7,21,1980,"Dipodomys","spectabilis"
7,21,1980,"Dipodomys","ordii"
7,21,1980,"Amphispiza","bilineata"
7,21,1980,"Amphispiza","bilineata"
7,22,1980,"Dipodomys","merriami"
7,22,1980,"Dipodomys","merriami"
7,22,1980,"Spermophilus","spilosoma"
7,22,1980,"Dipodomys","merriami"
7,22,1980,"Neotoma","albigula"
7,22,1980,"Perognathus","flavus"
7,22,1980,"Dipodomys","merriami"
7,22,1980,"Dipodomys","spectabilis"
7,22,1980,"Dipodomys","spectabilis"
7,22,1980,"Dipodomys","merriami"
7,22,1980,"Dipodomys","merriami"
7,22,1980,"Dipodomys","merriami"
7,22,1980,"Chaetodipus","penicillatus"
7,22,1980,"Dipodomys","spectabilis"
7,22,1980,"Perognathus","flavus"
7,22,1980,"Dipodomys","merriami"
7,22,1980,"Dipodomys","spectabilis"
7,22,1980,"Perognathus","flavus"
7,22,1980,"Onychomys","torridus"
7,22,1980,"Dipodomys","spectabilis"
7,22,1980,"Dipodomys","spectabilis"
7,22,1980,"Dipodomys","merriami"
7,22,1980,"Dipodomys","merriami"
7,22,1980,"Onychomys","leucogaster"
7,22,1980,"Dipodomys","merriami"
7,22,1980,"Dipodomys","merriami"
8,13,1980,"Dipodomys","ordii"
8,13,1980,"Dipodomys","merriami"
8,13,1980,"Campylorhynchus","brunneicapillus"
8,13,1980,"Calamospiza","melanocorys"
8,13,1980,"Dipodomys","spectabilis"
8,13,1980,"Perognathus","flavus"
8,13,1980,"Dipodomys","ordii"
8,13,1980,"Dipodomys","spectabilis"
8,13,1980,"Neotoma","albigula"
8,13,1980,"Dipodomys","spectabilis"
8,13,1980,"Dipodomys","spectabilis"
8,13,1980,"Dipodomys","spectabilis"
8,13,1980,"Onychomys","leucogaster"
8,13,1980,"Callipepla","squamata"
8,13,1980,"Dipodomys","spectabilis"
8,13,1980,"Dipodomys","ordii"
8,13,1980,"Dipodomys","spectabilis"
8,13,1980,"Dipodomys","spectabilis"
8,13,1980,"Dipodomys","ordii"
8,13,1980,"Dipodomys","merriami"
8,13,1980,"Dipodomys","spectabilis"
8,13,1980,"Calamospiza","melanocorys"
8,13,1980,"Dipodomys","spectabilis"
8,13,1980,"Onychomys","leucogaster"
8,13,1980,"Dipodomys","merriami"
8,13,1980,"Neotoma","albigula"
8,13,1980,"Spermophilus","spilosoma"
8,14,1980,"Neotoma","albigula"
8,14,1980,"Neotoma","albigula"
8,14,1980,"Chaetodipus","penicillatus"
8,14,1980,"Dipodomys","merriami"
8,14,1980,"Dipodomys","merriami"
8,14,1980,"Perognathus","flavus"
8,14,1980,"Perognathus","flavus"
8,14,1980,"Dipodomys","spectabilis"
8,14,1980,"Dipodomys","merriami"
8,14,1980,"Dipodomys","spectabilis"
8,14,1980,"Dipodomys","merriami"
8,14,1980,"Dipodomys","spectabilis"
8,14,1980,"Perognathus","flavus"
8,14,1980,"Dipodomys","merriami"
8,14,1980,"Perognathus","flavus"
8,14,1980,"Dipodomys","merriami"
8,14,1980,"Onychomys","torridus"
8,14,1980,"Chaetodipus","penicillatus"
8,14,1980,"Dipodomys","merriami"
8,14,1980,"Onychomys","torridus"
8,14,1980,"Dipodomys","merriami"
8,14,1980,"Dipodomys","spectabilis"
8,14,1980,"Dipodomys","merriami"
8,14,1980,"Perognathus","flavus"
8,14,1980,"Dipodomys","spectabilis"
8,14,1980,"Dipodomys","merriami"
8,14,1980,"Dipodomys","spectabilis"
8,14,1980,"Dipodomys","spectabilis"
8,14,1980,"Dipodomys","merriami"
9,7,1980,"Dipodomys","merriami"
9,7,1980,"Dipodomys","merriami"
9,7,1980,"Calamospiza","melanocorys"
9,7,1980,"Neotoma","albigula"
9,7,1980,"Dipodomys","merriami"
9,7,1980,"Dipodomys","spectabilis"
9,7,1980,"Dipodomys","merriami"
9,7,1980,"Dipodomys","merriami"
9,7,1980,"Chaetodipus","penicillatus"
9,7,1980,"Onychomys","torridus"
9,7,1980,"Dipodomys","merriami"
9,7,1980,"Dipodomys","spectabilis"
9,7,1980,"Dipodomys","spectabilis"
9,7,1980,"Chaetodipus","penicillatus"
9,7,1980,"Spermophilus","spilosoma"
9,7,1980,"Calamospiza","melanocorys"
9,7,1980,"Dipodomys","spectabilis"
9,7,1980,"Dipodomys","spectabilis"
9,7,1980,"Dipodomys","spectabilis"
9,7,1980,"Dipodomys","spectabilis"
9,7,1980,"Onychomys","leucogaster"
9,7,1980,"Dipodomys","spectabilis"
9,7,1980,"Dipodomys","spectabilis"
9,7,1980,"Dipodomys","spectabilis"
9,7,1980,"Neotoma","albigula"
9,7,1980,"Perognathus","flavus"
9,7,1980,"Dipodomys","spectabilis"
9,7,1980,"Perognathus","flavus"
9,7,1980,"Dipodomys","merriami"
9,7,1980,"Calamospiza","melanocorys"
9,7,1980,"Dipodomys","spectabilis"
9,7,1980,"Dipodomys","merriami"
9,7,1980,"Dipodomys","ordii"
9,7,1980,"Onychomys","torridus"
9,7,1980,"Spermophilus","spilosoma"
9,7,1980,"Spermophilus","spilosoma"
9,7,1980,"Dipodomys","spectabilis"
9,7,1980,"Calamospiza","melanocorys"
9,7,1980,"Peromyscus","eremicus"
9,7,1980,"Perognathus","flavus"
9,7,1980,"Dipodomys","spectabilis"
9,7,1980,"Perognathus","flavus"
9,7,1980,"Neotoma","albigula"
9,7,1980,"Calamospiza","melanocorys"
9,7,1980,"Onychomys","torridus"
9,8,1980,"Dipodomys","merriami"
9,8,1980,"Perognathus","flavus"
9,8,1980,"Chaetodipus","penicillatus"
9,8,1980,"Onychomys","torridus"
9,8,1980,"Dipodomys","spectabilis"
9,8,1980,"Perognathus","flavus"
9,8,1980,"Dipodomys","merriami"
9,8,1980,"Neotoma","albigula"
9,8,1980,"Chaetodipus","penicillatus"
9,8,1980,"Dipodomys","merriami"
9,8,1980,"Dipodomys","spectabilis"
9,8,1980,"Dipodomys","merriami"
9,8,1980,"Dipodomys","merriami"
9,8,1980,"Calamospiza","melanocorys"
9,8,1980,"Dipodomys","merriami"
9,8,1980,"Perognathus","flavus"
9,8,1980,"Dipodomys","spectabilis"
9,8,1980,"Dipodomys","spectabilis"
9,8,1980,"Onychomys","torridus"
9,8,1980,"Dipodomys","merriami"
9,8,1980,"Perognathus","flavus"
9,8,1980,"Dipodomys","merriami"
9,8,1980,"Dipodomys","merriami"
9,8,1980,"Chaetodipus","penicillatus"
9,8,1980,"Calamospiza","melanocorys"
9,8,1980,"Dipodomys","spectabilis"
9,8,1980,"Calamospiza","melanocorys"
9,8,1980,"Calamospiza","melanocorys"
9,8,1980,"Dipodomys","spectabilis"
9,8,1980,"Dipodomys","merriami"
9,8,1980,"Perognathus","flavus"
9,8,1980,"Onychomys","torridus"
9,8,1980,"Dipodomys","spectabilis"
10,11,1980,"Onychomys","leucogaster"
10,11,1980,"Chaetodipus","penicillatus"
10,11,1980,"Dipodomys","spectabilis"
10,11,1980,"Onychomys","leucogaster"
10,11,1980,"Reithrodontomys","megalotis"
10,11,1980,"Onychomys","torridus"
10,11,1980,"Dipodomys","spectabilis"
10,11,1980,"Onychomys","torridus"
10,11,1980,"Callipepla","squamata"
10,11,1980,"Dipodomys","spectabilis"
10,11,1980,"Dipodomys","merriami"
10,11,1980,"Onychomys","torridus"
10,11,1980,"Dipodomys","spectabilis"
10,11,1980,"Dipodomys","merriami"
10,11,1980,"Onychomys","torridus"
10,11,1980,"Neotoma","albigula"
10,11,1980,"Onychomys","torridus"
10,11,1980,"Dipodomys","merriami"
10,11,1980,"Dipodomys","spectabilis"
10,11,1980,"Dipodomys","merriami"
10,11,1980,"Dipodomys","spectabilis"
10,11,1980,"Dipodomys","merriami"
10,11,1980,"Dipodomys","merriami"
10,11,1980,"Neotoma","albigula"
10,11,1980,"Calamospiza","melanocorys"
10,11,1980,"Perognathus","flavus"
10,11,1980,"Onychomys","leucogaster"
10,11,1980,"Perognathus","flavus"
10,11,1980,"Onychomys","leucogaster"
10,11,1980,"Dipodomys","spectabilis"
10,11,1980,"Dipodomys","spectabilis"
10,11,1980,"Dipodomys","spectabilis"
10,11,1980,"Onychomys","torridus"
10,11,1980,"Dipodomys","ordii"
10,11,1980,"Perognathus","flavus"
10,11,1980,"Peromyscus","eremicus"
10,12,1980,"Dipodomys","merriami"
10,12,1980,"Dipodomys","merriami"
10,12,1980,"Dipodomys","spectabilis"
10,12,1980,"Onychomys","torridus"
10,12,1980,"Onychomys","leucogaster"
10,12,1980,"Onychomys","torridus"
10,12,1980,"Dipodomys","merriami"
10,12,1980,"Neotoma","albigula"
10,12,1980,"Dipodomys","merriami"
10,12,1980,"Onychomys","torridus"
10,12,1980,"Onychomys","torridus"
10,12,1980,"Dipodomys","spectabilis"
10,12,1980,"Dipodomys","spectabilis"
10,12,1980,"Dipodomys","spectabilis"
10,12,1980,"Dipodomys","spectabilis"
10,12,1980,"Perognathus","flavus"
10,12,1980,"Dipodomys","spectabilis"
10,12,1980,"Dipodomys","merriami"
10,12,1980,"Dipodomys","spectabilis"
10,12,1980,"Perognathus","flavus"
10,12,1980,"Dipodomys","spectabilis"
10,12,1980,"Dipodomys","merriami"
10,12,1980,"Dipodomys","merriami"
10,12,1980,"Dipodomys","spectabilis"
