"month","day","year","genus","species","plot_id","plot_type"
5,14,1983,"Reithrodontomys","megalotis",14,"Control"
5,14,1983,"Peromyscus","eremicus",24,"Rodent Exclosure"
5,14,1983,"Reithrodontomys","megalotis",21,"Long-term Krat Exclosure"
5,14,1983,"Dipodomys","merriami",12,"Control"
5,14,1983,"Peromyscus","eremicus",19,"Long-term Krat Exclosure"
5,14,1983,"Dipodomys","spectabilis",13,"Short-term Krat Exclosure"
5,14,1983,"Peromyscus","eremicus",16,"Rodent Exclosure"
5,14,1983,"Dipodomys","spectabilis",22,"Control"
5,14,1983,"Reithrodontomys","megalotis",14,"Control"
5,14,1983,"Chaetodipus","penicillatus",12,"Control"
5,14,1983,"Dipodomys","spectabilis",13,"Short-term Krat Exclosure"
5,14,1983,"Dipodomys","merriami",14,"Control"
5,14,1983,"Dipodomys","merriami",20,"Short-term Krat Exclosure"
5,14,1983,"Onychomys","torridus",12,"Control"
5,14,1983,"Dipodomys","spectabilis",22,"Control"
5,14,1983,"Dipodomys","spectabilis",13,"Short-term Krat Exclosure"
5,14,1983,"Perognathus","flavus",12,"Control"
5,14,1983,"Perognathus","flavus",19,"Long-term Krat Exclosure"
5,14,1983,"Dipodomys","ordii",12,"Control"
5,14,1983,"Dipodomys","merriami",14,"Control"
5,14,1983,"Dipodomys","spectabilis",17,"Control"
5,14,1983,"Dipodomys","merriami",12,"Control"
5,14,1983,"Reithrodontomys","megalotis",23,"Rodent Exclosure"
5,14,1983,"Perognathus","flavus",19,"Long-term Krat Exclosure"
5,14,1983,"Onychomys","torridus",22,"Control"
5,14,1983,"Dipodomys","ordii",13,"Short-term Krat Exclosure"
5,14,1983,"Peromyscus","eremicus",20,"Short-term Krat Exclosure"
5,14,1983,"Sylvilagus","audubonii",12,"Control"
5,14,1983,"Dipodomys","merriami",17,"Control"
5,14,1983,"Dipodomys","spectabilis",22,"Control"
5,14,1983,"Peromyscus","eremicus",14,"Control"
5,14,1983,"Dipodomys","spectabilis",22,"Control"
5,14,1983,"Dipodomys","spectabilis",13,"Short-term Krat Exclosure"
5,14,1983,"Peromyscus","maniculatus",24,"Rodent Exclosure"
5,14,1983,"Dipodomys","merriami",17,"Control"
5,14,1983,"Dipodomys","merriami",22,"Control"
5,14,1983,"Sylvilagus","audubonii",16,"Rodent Exclosure"
5,14,1983,"Peromyscus","maniculatus",12,"Control"
5,14,1983,"Onychomys","torridus",21,"Long-term Krat Exclosure"
5,14,1983,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
5,14,1983,"Onychomys","torridus",17,"Control"
5,14,1983,"Dipodomys","merriami",24,"Rodent Exclosure"
5,14,1983,"Reithrodontomys","megalotis",24,"Rodent Exclosure"
5,14,1983,"Dipodomys","spectabilis",22,"Control"
5,14,1983,"Dipodomys","merriami",18,"Short-term Krat Exclosure"
5,14,1983,"Reithrodontomys","megalotis",16,"Rodent Exclosure"
5,14,1983,"Dipodomys","spectabilis",18,"Short-term Krat Exclosure"
5,14,1983,"Neotoma","albigula",20,"Short-term Krat Exclosure"
5,14,1983,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
5,14,1983,"Neotoma","albigula",14,"Control"
5,14,1983,"Peromyscus","eremicus",16,"Rodent Exclosure"
5,14,1983,"Dipodomys","merriami",18,"Short-term Krat Exclosure"
5,14,1983,"Peromyscus","eremicus",14,"Control"
5,14,1983,"Reithrodontomys","megalotis",21,"Long-term Krat Exclosure"
5,14,1983,"Dipodomys","ordii",17,"Control"
5,14,1983,"Neotoma","albigula",24,"Rodent Exclosure"
5,14,1983,"Peromyscus","eremicus",23,"Rodent Exclosure"
5,14,1983,"Dipodomys","spectabilis",12,"Control"
5,14,1983,"Dipodomys","spectabilis",13,"Short-term Krat Exclosure"
5,14,1983,"Dipodomys","merriami",14,"Control"
5,14,1983,"Reithrodontomys","megalotis",18,"Short-term Krat Exclosure"
5,14,1983,"Dipodomys","merriami",24,"Rodent Exclosure"
5,14,1983,"Perognathus","flavus",21,"Long-term Krat Exclosure"
5,14,1983,"Peromyscus","maniculatus",24,"Rodent Exclosure"
5,14,1983,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
5,14,1983,"Peromyscus","eremicus",20,"Short-term Krat Exclosure"
5,14,1983,"Reithrodontomys","megalotis",23,"Rodent Exclosure"
5,14,1983,"Chaetodipus","penicillatus",20,"Short-term Krat Exclosure"
5,14,1983,"Dipodomys","merriami",14,"Control"
5,14,1983,"Onychomys","torridus",21,"Long-term Krat Exclosure"
5,14,1983,"Dipodomys","spectabilis",22,"Control"
5,14,1983,"Dipodomys","spectabilis",20,"Short-term Krat Exclosure"
5,14,1983,"Dipodomys","merriami",22,"Control"
5,14,1983,"Dipodomys","ordii",18,"Short-term Krat Exclosure"
5,14,1983,"Peromyscus","eremicus",24,"Rodent Exclosure"
5,14,1983,"Dipodomys","merriami",22,"Control"
5,14,1983,"Perognathus","flavus",21,"Long-term Krat Exclosure"
5,15,1983,"Perognathus","flavus",6,"Short-term Krat Exclosure"
5,15,1983,"Dipodomys","merriami",5,"Rodent Exclosure"
5,15,1983,"Perognathus","flavus",4,"Control"
5,15,1983,"Peromyscus","eremicus",15,"Long-term Krat Exclosure"
5,15,1983,"Dipodomys","spectabilis",1,"Spectab exclosure"
5,15,1983,"Dipodomys","merriami",2,"Control"
5,15,1983,"Onychomys","torridus",1,"Spectab exclosure"
5,15,1983,"Dipodomys","spectabilis",9,"Spectab exclosure"
5,15,1983,"Dipodomys","spectabilis",1,"Spectab exclosure"
5,15,1983,"Dipodomys","merriami",5,"Rodent Exclosure"
5,15,1983,"Perognathus","flavus",9,"Spectab exclosure"
5,15,1983,"Dipodomys","spectabilis",8,"Control"
5,15,1983,"Dipodomys","spectabilis",2,"Control"
5,15,1983,"Dipodomys","merriami",3,"Long-term Krat Exclosure"
5,15,1983,"Chaetodipus","penicillatus",1,"Spectab exclosure"
5,15,1983,"Onychomys","torridus",9,"Spectab exclosure"
5,15,1983,"Dipodomys","merriami",2,"Control"
5,15,1983,"Neotoma","albigula",3,"Long-term Krat Exclosure"
5,15,1983,"Dipodomys","merriami",11,"Control"
5,15,1983,"Peromyscus","eremicus",10,"Rodent Exclosure"
5,15,1983,"Dipodomys","spectabilis",1,"Spectab exclosure"
5,15,1983,"Perognathus","flavus",15,"Long-term Krat Exclosure"
5,15,1983,"Perognathus","flavus",8,"Control"
5,15,1983,"Neotoma","albigula",6,"Short-term Krat Exclosure"
5,15,1983,"Dipodomys","spectabilis",9,"Spectab exclosure"
5,15,1983,"Dipodomys","spectabilis",1,"Spectab exclosure"
5,15,1983,"Dipodomys","spectabilis",1,"Spectab exclosure"
5,15,1983,"Perognathus","flavus",3,"Long-term Krat Exclosure"
5,15,1983,"Reithrodontomys","megalotis",7,"Rodent Exclosure"
5,15,1983,"Dipodomys","spectabilis",4,"Control"
5,15,1983,"Perognathus","flavus",3,"Long-term Krat Exclosure"
5,15,1983,"Chaetodipus","penicillatus",6,"Short-term Krat Exclosure"
5,15,1983,"Amphispiza","bilineata",10,"Rodent Exclosure"
5,15,1983,"Dipodomys","ordii",8,"Control"
5,15,1983,"Onychomys","torridus",15,"Long-term Krat Exclosure"
5,15,1983,"Dipodomys","spectabilis",5,"Rodent Exclosure"
5,15,1983,"Dipodomys","spectabilis",8,"Control"
5,15,1983,"Dipodomys","merriami",2,"Control"
5,15,1983,"Dipodomys","merriami",1,"Spectab exclosure"
5,15,1983,"Dipodomys","merriami",5,"Rodent Exclosure"
5,15,1983,"Dipodomys","merriami",9,"Spectab exclosure"
5,15,1983,"Reithrodontomys","megalotis",15,"Long-term Krat Exclosure"
5,15,1983,"Dipodomys","spectabilis",1,"Spectab exclosure"
5,15,1983,"Dipodomys","merriami",1,"Spectab exclosure"
5,15,1983,"Dipodomys","merriami",4,"Control"
5,15,1983,"Reithrodontomys","megalotis",1,"Spectab exclosure"
5,15,1983,"Dipodomys","merriami",5,"Rodent Exclosure"
5,15,1983,"Reithrodontomys","megalotis",7,"Rodent Exclosure"
5,15,1983,"Reithrodontomys","megalotis",7,"Rodent Exclosure"
5,15,1983,"Onychomys","torridus",1,"Spectab exclosure"
5,15,1983,"Dipodomys","spectabilis",4,"Control"
5,15,1983,"Dipodomys","merriami",1,"Spectab exclosure"
5,15,1983,"Perognathus","flavus",9,"Spectab exclosure"
5,15,1983,"Dipodomys","merriami",1,"Spectab exclosure"
5,15,1983,"Dipodomys","merriami",11,"Control"
6,17,1983,"Dipodomys","merriami",17,"Control"
6,17,1983,"Dipodomys","ordii",24,"Rodent Exclosure"
6,17,1983,"Dipodomys","ordii",12,"Control"
6,17,1983,"Neotoma","albigula",20,"Short-term Krat Exclosure"
6,17,1983,"Chaetodipus","penicillatus",12,"Control"
6,17,1983,"Dipodomys","spectabilis",20,"Short-term Krat Exclosure"
6,17,1983,"Dipodomys","spectabilis",12,"Control"
6,17,1983,"Dipodomys","spectabilis",14,"Control"
6,17,1983,"Peromyscus","maniculatus",19,"Long-term Krat Exclosure"
6,17,1983,"Dipodomys","ordii",24,"Rodent Exclosure"
6,17,1983,"Peromyscus","maniculatus",24,"Rodent Exclosure"
6,17,1983,"Dipodomys","spectabilis",22,"Control"
6,17,1983,"Dipodomys","merriami",14,"Control"
6,17,1983,"Dipodomys","ordii",20,"Short-term Krat Exclosure"
6,17,1983,"Dipodomys","ordii",24,"Rodent Exclosure"
6,17,1983,"Neotoma","albigula",20,"Short-term Krat Exclosure"
6,17,1983,"Dipodomys","merriami",18,"Short-term Krat Exclosure"
6,17,1983,"Dipodomys","spectabilis",22,"Control"
6,17,1983,"Dipodomys","ordii",20,"Short-term Krat Exclosure"
6,17,1983,"Dipodomys","ordii",14,"Control"
6,17,1983,"Reithrodontomys","megalotis",12,"Control"
6,17,1983,"Neotoma","albigula",22,"Control"
6,17,1983,"Dipodomys","spectabilis",17,"Control"
6,17,1983,"Dipodomys","merriami",12,"Control"
6,17,1983,"Peromyscus","eremicus",24,"Rodent Exclosure"
6,17,1983,"Neotoma","albigula",18,"Short-term Krat Exclosure"
6,17,1983,"Peromyscus","eremicus",24,"Rodent Exclosure"
6,17,1983,"Dipodomys","merriami",18,"Short-term Krat Exclosure"
6,17,1983,"Dipodomys","ordii",12,"Control"
6,17,1983,"Dipodomys","spectabilis",22,"Control"
6,17,1983,"Peromyscus","maniculatus",19,"Long-term Krat Exclosure"
6,17,1983,"Dipodomys","merriami",20,"Short-term Krat Exclosure"
6,17,1983,"Perognathus","flavus",19,"Long-term Krat Exclosure"
6,17,1983,"Neotoma","albigula",20,"Short-term Krat Exclosure"
6,17,1983,"Onychomys","torridus",18,"Short-term Krat Exclosure"
6,17,1983,"Dipodomys","merriami",24,"Rodent Exclosure"
6,17,1983,"Onychomys","torridus",12,"Control"
6,17,1983,"Dipodomys","merriami",20,"Short-term Krat Exclosure"
6,17,1983,"Dipodomys","ordii",14,"Control"
6,17,1983,"Dipodomys","merriami",12,"Control"
6,17,1983,"Onychomys","torridus",18,"Short-term Krat Exclosure"
6,17,1983,"Dipodomys","merriami",14,"Control"
6,17,1983,"Dipodomys","ordii",14,"Control"
6,17,1983,"Dipodomys","spectabilis",18,"Short-term Krat Exclosure"
6,17,1983,"Perognathus","flavus",21,"Long-term Krat Exclosure"
6,17,1983,"Dipodomys","merriami",24,"Rodent Exclosure"
6,17,1983,"Dipodomys","merriami",12,"Control"
6,17,1983,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
6,17,1983,"Dipodomys","spectabilis",22,"Control"
6,17,1983,"Reithrodontomys","megalotis",19,"Long-term Krat Exclosure"
6,17,1983,"Dipodomys","spectabilis",24,"Rodent Exclosure"
6,17,1983,"Onychomys","torridus",14,"Control"
6,17,1983,"Perognathus","flavus",19,"Long-term Krat Exclosure"
6,17,1983,"Dipodomys","merriami",22,"Control"
6,17,1983,"Dipodomys","spectabilis",20,"Short-term Krat Exclosure"
6,17,1983,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
6,17,1983,"Neotoma","albigula",17,"Control"
6,17,1983,"Onychomys","torridus",18,"Short-term Krat Exclosure"
6,18,1983,"Chaetodipus","penicillatus",1,"Spectab exclosure"
6,18,1983,"Dipodomys","merriami",6,"Short-term Krat Exclosure"
6,18,1983,"Onychomys","leucogaster",3,"Long-term Krat Exclosure"
6,18,1983,"Spermophilus","spilosoma",3,"Long-term Krat Exclosure"
6,18,1983,"Dipodomys","spectabilis",11,"Control"
6,18,1983,"Dipodomys","spectabilis",2,"Control"
6,18,1983,"Neotoma","albigula",3,"Long-term Krat Exclosure"
6,18,1983,"Dipodomys","merriami",4,"Control"
6,18,1983,"Dipodomys","spectabilis",1,"Spectab exclosure"
6,18,1983,"Dipodomys","spectabilis",8,"Control"
6,18,1983,"Dipodomys","merriami",4,"Control"
6,18,1983,"Perognathus","flavus",3,"Long-term Krat Exclosure"
6,18,1983,"Dipodomys","merriami",4,"Control"
6,18,1983,"Dipodomys","merriami",11,"Control"
6,18,1983,"Dipodomys","ordii",11,"Control"
6,18,1983,"Dipodomys","ordii",1,"Spectab exclosure"
6,18,1983,"Onychomys","torridus",8,"Control"
6,18,1983,"Perognathus","flavus",3,"Long-term Krat Exclosure"
6,18,1983,"Campylorhynchus","brunneicapillus",15,"Long-term Krat Exclosure"
6,18,1983,"Dipodomys","ordii",1,"Spectab exclosure"
6,18,1983,"Onychomys","torridus",11,"Control"
6,18,1983,"Dipodomys","spectabilis",1,"Spectab exclosure"
6,18,1983,"Dipodomys","spectabilis",5,"Rodent Exclosure"
6,18,1983,"Spermophilus","spilosoma",5,"Rodent Exclosure"
6,18,1983,"Chaetodipus","penicillatus",9,"Spectab exclosure"
6,18,1983,"Dipodomys","spectabilis",1,"Spectab exclosure"
6,18,1983,"Neotoma","albigula",2,"Control"
6,18,1983,"Dipodomys","merriami",5,"Rodent Exclosure"
6,18,1983,"Perognathus","flavus",11,"Control"
6,18,1983,"Perognathus","flavus",3,"Long-term Krat Exclosure"
6,18,1983,"Perognathus","flavus",6,"Short-term Krat Exclosure"
6,18,1983,"Dipodomys","ordii",8,"Control"
6,18,1983,"Dipodomys","spectabilis",9,"Spectab exclosure"
6,18,1983,"Dipodomys","merriami",1,"Spectab exclosure"
6,18,1983,"Dipodomys","spectabilis",4,"Control"
6,18,1983,"Onychomys","leucogaster",15,"Long-term Krat Exclosure"
6,18,1983,"Sylvilagus","audubonii",9,"Spectab exclosure"
6,18,1983,"Neotoma","albigula",15,"Long-term Krat Exclosure"
6,18,1983,"Perognathus","flavus",9,"Spectab exclosure"
6,18,1983,"Dipodomys","spectabilis",8,"Control"
6,18,1983,"Dipodomys","spectabilis",4,"Control"
6,18,1983,"Perognathus","flavus",3,"Long-term Krat Exclosure"
6,18,1983,"Dipodomys","spectabilis",1,"Spectab exclosure"
6,18,1983,"Dipodomys","merriami",11,"Control"
6,18,1983,"Dipodomys","merriami",4,"Control"
6,18,1983,"Dipodomys","spectabilis",4,"Control"
6,18,1983,"Dipodomys","merriami",5,"Rodent Exclosure"
6,18,1983,"Dipodomys","spectabilis",9,"Spectab exclosure"
6,18,1983,"Onychomys","leucogaster",8,"Control"
6,18,1983,"Dipodomys","ordii",9,"Spectab exclosure"
6,18,1983,"Dipodomys","spectabilis",11,"Control"
6,18,1983,"Dipodomys","merriami",11,"Control"
6,18,1983,"Dipodomys","ordii",8,"Control"
6,18,1983,"Dipodomys","merriami",9,"Spectab exclosure"
6,18,1983,"Onychomys","leucogaster",5,"Rodent Exclosure"
6,18,1983,"Dipodomys","spectabilis",8,"Control"
6,18,1983,"Amphispiza","bilineata",4,"Control"
6,18,1983,"Dipodomys","merriami",5,"Rodent Exclosure"
7,16,1983,"Dipodomys","merriami",14,"Control"
7,16,1983,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
7,16,1983,"Amphispiza","bilineata",24,"Rodent Exclosure"
7,16,1983,"Chaetodipus","penicillatus",12,"Control"
7,16,1983,"Dipodomys","merriami",18,"Short-term Krat Exclosure"
7,16,1983,"Onychomys","torridus",12,"Control"
7,16,1983,"Perognathus","flavus",19,"Long-term Krat Exclosure"
7,16,1983,"Dipodomys","merriami",22,"Control"
7,16,1983,"Neotoma","albigula",18,"Short-term Krat Exclosure"
7,16,1983,"Neotoma","albigula",20,"Short-term Krat Exclosure"
7,16,1983,"Dipodomys","spectabilis",12,"Control"
7,16,1983,"Dipodomys","merriami",18,"Short-term Krat Exclosure"
7,16,1983,"Dipodomys","ordii",24,"Rodent Exclosure"
7,16,1983,"Peromyscus","maniculatus",19,"Long-term Krat Exclosure"
7,16,1983,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
7,16,1983,"Dipodomys","ordii",20,"Short-term Krat Exclosure"
7,16,1983,"Dipodomys","spectabilis",22,"Control"
7,16,1983,"Dipodomys","merriami",17,"Control"
7,16,1983,"Dipodomys","spectabilis",13,"Short-term Krat Exclosure"
7,16,1983,"Dipodomys","merriami",14,"Control"
7,16,1983,"Reithrodontomys","megalotis",12,"Control"
7,16,1983,"Neotoma","albigula",14,"Control"
7,16,1983,"Dipodomys","merriami",20,"Short-term Krat Exclosure"
7,16,1983,"Dipodomys","merriami",22,"Control"
7,16,1983,"Dipodomys","merriami",17,"Control"
7,16,1983,"Perognathus","flavus",21,"Long-term Krat Exclosure"
7,16,1983,"Neotoma","albigula",24,"Rodent Exclosure"
7,16,1983,"Peromyscus","maniculatus",24,"Rodent Exclosure"
7,16,1983,"Dipodomys","ordii",20,"Short-term Krat Exclosure"
7,16,1983,"Onychomys","torridus",21,"Long-term Krat Exclosure"
7,16,1983,"Dipodomys","merriami",12,"Control"
7,16,1983,"Peromyscus","maniculatus",19,"Long-term Krat Exclosure"
7,16,1983,"Dipodomys","merriami",12,"Control"
7,16,1983,"Onychomys","torridus",18,"Short-term Krat Exclosure"
7,16,1983,"Dipodomys","spectabilis",17,"Control"
7,16,1983,"Reithrodontomys","megalotis",16,"Rodent Exclosure"
7,16,1983,"Dipodomys","ordii",14,"Control"
7,16,1983,"Peromyscus","maniculatus",19,"Long-term Krat Exclosure"
7,16,1983,"Perognathus","flavus",18,"Short-term Krat Exclosure"
7,16,1983,"Dipodomys","ordii",14,"Control"
7,16,1983,"Dipodomys","ordii",12,"Control"
7,16,1983,"Dipodomys","spectabilis",13,"Short-term Krat Exclosure"
7,16,1983,"Dipodomys","merriami",14,"Control"
7,16,1983,"Dipodomys","merriami",18,"Short-term Krat Exclosure"
7,16,1983,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
7,16,1983,"Chaetodipus","penicillatus",12,"Control"
7,16,1983,"Dipodomys","spectabilis",18,"Short-term Krat Exclosure"
7,16,1983,"Onychomys","torridus",14,"Control"
7,16,1983,"Perognathus","flavus",3,"Long-term Krat Exclosure"
7,16,1983,"Dipodomys","spectabilis",24,"Rodent Exclosure"
7,16,1983,"Neotoma","albigula",22,"Control"
7,16,1983,"Dipodomys","spectabilis",20,"Short-term Krat Exclosure"
7,16,1983,"Dipodomys","merriami",24,"Rodent Exclosure"
7,16,1983,"Dipodomys","merriami",22,"Control"
7,16,1983,"Spermophilus","spilosoma",17,"Control"
7,16,1983,"Neotoma","albigula",12,"Control"
7,16,1983,"Onychomys","torridus",14,"Control"
7,16,1983,"Neotoma","albigula",17,"Control"
7,16,1983,"Dipodomys","merriami",12,"Control"
7,17,1983,"Dipodomys","merriami",6,"Short-term Krat Exclosure"
7,17,1983,"Onychomys","leucogaster",3,"Long-term Krat Exclosure"
7,17,1983,"Dipodomys","merriami",6,"Short-term Krat Exclosure"
7,17,1983,"Reithrodontomys","megalotis",10,"Rodent Exclosure"
7,17,1983,"Dipodomys","ordii",1,"Spectab exclosure"
7,17,1983,"Dipodomys","merriami",6,"Short-term Krat Exclosure"
7,17,1983,"Dipodomys","merriami",6,"Short-term Krat Exclosure"
7,17,1983,"Onychomys","torridus",15,"Long-term Krat Exclosure"
7,17,1983,"Dipodomys","ordii",8,"Control"
7,17,1983,"Dipodomys","spectabilis",1,"Spectab exclosure"
7,17,1983,"Dipodomys","merriami",9,"Spectab exclosure"
7,17,1983,"Dipodomys","merriami",2,"Control"
7,17,1983,"Dipodomys","merriami",6,"Short-term Krat Exclosure"
7,17,1983,"Onychomys","torridus",2,"Control"
7,17,1983,"Perognathus","flavus",3,"Long-term Krat Exclosure"
7,17,1983,"Neotoma","albigula",1,"Spectab exclosure"
7,17,1983,"Onychomys","leucogaster",3,"Long-term Krat Exclosure"
7,17,1983,"Dipodomys","spectabilis",1,"Spectab exclosure"
7,17,1983,"Chaetodipus","penicillatus",4,"Control"
7,17,1983,"Dipodomys","merriami",11,"Control"
7,17,1983,"Perognathus","flavus",9,"Spectab exclosure"
7,17,1983,"Chaetodipus","penicillatus",3,"Long-term Krat Exclosure"
7,17,1983,"Dipodomys","merriami",5,"Rodent Exclosure"
7,17,1983,"Dipodomys","ordii",9,"Spectab exclosure"
7,17,1983,"Onychomys","leucogaster",3,"Long-term Krat Exclosure"
7,17,1983,"Chaetodipus","penicillatus",9,"Spectab exclosure"
7,17,1983,"Spermophilus","spilosoma",6,"Short-term Krat Exclosure"
7,17,1983,"Neotoma","albigula",9,"Spectab exclosure"
7,17,1983,"Dipodomys","merriami",1,"Spectab exclosure"
7,17,1983,"Dipodomys","spectabilis",9,"Spectab exclosure"
7,17,1983,"Neotoma","albigula",15,"Long-term Krat Exclosure"
7,17,1983,"Onychomys","leucogaster",15,"Long-term Krat Exclosure"
7,17,1983,"Dipodomys","ordii",8,"Control"
7,17,1983,"Dipodomys","merriami",4,"Control"
7,17,1983,"Onychomys","torridus",2,"Control"
7,17,1983,"Dipodomys","merriami",5,"Rodent Exclosure"
7,17,1983,"Reithrodontomys","megalotis",7,"Rodent Exclosure"
7,17,1983,"Dipodomys","merriami",4,"Control"
7,17,1983,"Dipodomys","spectabilis",4,"Control"
7,17,1983,"Dipodomys","spectabilis",8,"Control"
7,17,1983,"Dipodomys","merriami",11,"Control"
8,15,1983,"Peromyscus","maniculatus",19,"Long-term Krat Exclosure"
8,15,1983,"Dipodomys","merriami",20,"Short-term Krat Exclosure"
8,15,1983,"Dipodomys","spectabilis",18,"Short-term Krat Exclosure"
8,15,1983,"Dipodomys","spectabilis",20,"Short-term Krat Exclosure"
8,15,1983,"Chaetodipus","penicillatus",16,"Rodent Exclosure"
8,15,1983,"Neotoma","albigula",24,"Rodent Exclosure"
8,15,1983,"Chaetodipus","penicillatus",12,"Control"
8,15,1983,"Neotoma","albigula",12,"Control"
8,15,1983,"Dipodomys","merriami",18,"Short-term Krat Exclosure"
8,15,1983,"Dipodomys","ordii",12,"Control"
8,15,1983,"Neotoma","albigula",20,"Short-term Krat Exclosure"
8,15,1983,"Dipodomys","spectabilis",12,"Control"
8,15,1983,"Dipodomys","merriami",22,"Control"
8,15,1983,"Dipodomys","spectabilis",14,"Control"
8,15,1983,"Dipodomys","merriami",14,"Control"
8,15,1983,"Onychomys","torridus",12,"Control"
8,15,1983,"Dipodomys","spectabilis",13,"Short-term Krat Exclosure"
8,15,1983,"Dipodomys","merriami",17,"Control"
8,15,1983,"Dipodomys","sp.",22,"Control"
8,15,1983,"Neotoma","albigula",20,"Short-term Krat Exclosure"
8,15,1983,"Dipodomys","spectabilis",17,"Control"
8,15,1983,"Onychomys","torridus",12,"Control"
8,15,1983,"Dipodomys","merriami",14,"Control"
8,15,1983,"Dipodomys","merriami",12,"Control"
8,15,1983,"Dipodomys","merriami",17,"Control"
8,15,1983,"Dipodomys","merriami",18,"Short-term Krat Exclosure"
8,15,1983,"Dipodomys","ordii",24,"Rodent Exclosure"
8,15,1983,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
8,15,1983,"Dipodomys","ordii",20,"Short-term Krat Exclosure"
8,15,1983,"Dipodomys","merriami",12,"Control"
8,15,1983,"Dipodomys","ordii",12,"Control"
8,15,1983,"Dipodomys","spectabilis",22,"Control"
8,15,1983,"Peromyscus","maniculatus",24,"Rodent Exclosure"
8,15,1983,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
8,15,1983,"Dipodomys","merriami",20,"Short-term Krat Exclosure"
8,15,1983,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
8,15,1983,"Dipodomys","ordii",14,"Control"
8,15,1983,"Neotoma","albigula",14,"Control"
8,15,1983,"Amphispiza","bilineata",22,"Control"
8,15,1983,"Dipodomys","merriami",13,"Short-term Krat Exclosure"
8,15,1983,"Dipodomys","merriami",24,"Rodent Exclosure"
8,15,1983,"Chaetodipus","penicillatus",12,"Control"
8,15,1983,"Dipodomys","merriami",12,"Control"
8,15,1983,"Peromyscus","eremicus",23,"Rodent Exclosure"
8,15,1983,"Dipodomys","merriami",24,"Rodent Exclosure"
8,15,1983,"Dipodomys","merriami",20,"Short-term Krat Exclosure"
8,15,1983,"Dipodomys","merriami",18,"Short-term Krat Exclosure"
8,15,1983,"Chaetodipus","penicillatus",21,"Long-term Krat Exclosure"
8,15,1983,"Neotoma","albigula",18,"Short-term Krat Exclosure"
8,15,1983,"Dipodomys","merriami",22,"Control"
8,15,1983,"Onychomys","torridus",17,"Control"
8,15,1983,"Onychomys","torridus",20,"Short-term Krat Exclosure"
8,15,1983,"Neotoma","albigula",22,"Control"
8,15,1983,"Neotoma","albigula",13,"Short-term Krat Exclosure"
8,15,1983,"Dipodomys","merriami",12,"Control"
8,15,1983,"Dipodomys","ordii",14,"Control"
8,15,1983,"Dipodomys","spectabilis",20,"Short-term Krat Exclosure"
8,15,1983,"Onychomys","torridus",14,"Control"
8,15,1983,"Dipodomys","spectabilis",13,"Short-term Krat Exclosure"
8,15,1983,"Neotoma","albigula",24,"Rodent Exclosure"
8,15,1983,"Neotoma","albigula",12,"Control"
8,16,1983,"Chaetodipus","penicillatus",3,"Long-term Krat Exclosure"
8,16,1983,"Onychomys","leucogaster",5,"Rodent Exclosure"
8,16,1983,"Dipodomys","ordii",1,"Spectab exclosure"
8,16,1983,"Dipodomys","merriami",4,"Control"
8,16,1983,"Perognathus","flavus",11,"Control"
8,16,1983,"Dipodomys","ordii",8,"Control"
8,16,1983,"Onychomys","leucogaster",3,"Long-term Krat Exclosure"
8,16,1983,"Perognathus","flavus",8,"Control"
8,16,1983,"Dipodomys","spectabilis",2,"Control"
8,16,1983,"Spermophilus","spilosoma",4,"Control"
8,16,1983,"Perognathus","flavus",11,"Control"
8,16,1983,"Reithrodontomys","megalotis",7,"Rodent Exclosure"
8,16,1983,"Dipodomys","merriami",1,"Spectab exclosure"
8,16,1983,"Dipodomys","spectabilis",5,"Rodent Exclosure"
8,16,1983,"Perognathus","flavus",3,"Long-term Krat Exclosure"
8,16,1983,"Onychomys","torridus",9,"Spectab exclosure"
8,16,1983,"Dipodomys","spectabilis",4,"Control"
8,16,1983,"Neotoma","albigula",6,"Short-term Krat Exclosure"
8,16,1983,"Dipodomys","merriami",11,"Control"
8,16,1983,"Dipodomys","merriami",2,"Control"
8,16,1983,"Onychomys","torridus",3,"Long-term Krat Exclosure"
8,16,1983,"Dipodomys","merriami",5,"Rodent Exclosure"
8,16,1983,"Dipodomys","merriami",11,"Control"
8,16,1983,"Dipodomys","merriami",1,"Spectab exclosure"
8,16,1983,"Perognathus","flavus",9,"Spectab exclosure"
8,16,1983,"Dipodomys","spectabilis",2,"Control"
8,16,1983,"Dipodomys","merriami",1,"Spectab exclosure"
8,16,1983,"Dipodomys","spectabilis",1,"Spectab exclosure"
8,16,1983,"Onychomys","torridus",1,"Spectab exclosure"
8,16,1983,"Dipodomys","merriami",4,"Control"
8,16,1983,"Peromyscus","maniculatus",7,"Rodent Exclosure"
8,16,1983,"Dipodomys","merriami",1,"Spectab exclosure"
8,16,1983,"Neotoma","albigula",11,"Control"
8,16,1983,"Dipodomys","merriami",9,"Spectab exclosure"
